"chromosome","begin","end","width","strand","unique_id","gene_id","gene_name","gene_type","gene_region","Nr_of_region","Total_nr_of_region","window_number","baseMean","log2FoldChange","lfcSE","stat","pvalue","pSlidingWindows","pSlidingWindows.adj","p_adj_IHW","significant"
"chr8",143923483,143923533,50,"-","ENSG00000178209.16:CDS0043W00417","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,417,5.76046277301276,6.78154940266512,3.76337924614263,1.80198405717841,0.0357739569617831,0.178869784808915,0.27715659489163,1,FALSE
"chr8",143923503,143923553,50,"-","ENSG00000178209.16:CDS0043W00418","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,418,6.52597663125404,6.95703246922146,3.2396640709412,2.14745489559363,0.015878542171811,0.0793927108590552,0.191059307826549,1,FALSE
"chr8",143923523,143923573,50,"-","ENSG00000178209.16:CDS0043W00419","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,419,6.18712587990035,6.87979197643883,3.2886889739044,2.0919558009376,0.0182212348466194,0.0728849393864775,0.186456212329794,1,FALSE
"chr8",143923543,143923593,50,"-","ENSG00000178209.16:CDS0043W00420","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,420,4.49287212313189,6.41538993305781,3.62692237905494,1.76882471213223,0.0384615657038934,0.11538469711168,0.223103289985958,1,FALSE
"chr8",143923603,143923653,50,"-","ENSG00000178209.16:CDS0043W00423","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,423,5.59310384246623,6.73634048880092,3.40911950304976,1.97597663642318,0.0240787116978265,0.0722361350934795,0.186249588821531,1,FALSE
"chr8",143923623,143923673,50,"-","ENSG00000178209.16:CDS0043W00424","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,424,7.03218631315426,7.06900412120253,3.2520047123088,2.17373735482191,0.0148624327958677,0.0594497311834708,0.17506216006435,1,FALSE
"chr8",143923643,143923693,50,"-","ENSG00000178209.16:CDS0043W00425","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,425,10.7595445780449,7.68152293704933,2.9542683392911,2.60014394592624,0.00465923317647085,0.0232961658823543,0.165085212964446,0.0459474557106595,FALSE
"chr8",143923663,143923713,50,"-","ENSG00000178209.16:CDS0043W00426","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,426,12.1986270487329,7.86127993460417,3.13166379703477,2.5102566699681,0.00603217180500206,0.0301608590250103,0.165146252138822,0.0520779538438946,FALSE
"chr8",143923683,143923733,50,"-","ENSG00000178209.16:CDS0043W00427","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,427,13.3866711236011,7.99554405134076,2.78171053201799,2.87432641150494,0.00202445136555749,0.0101222568277874,0.137315874496479,0.0338932913575834,FALSE
"chr8",143923703,143923753,50,"-","ENSG00000178209.16:CDS0043W00428","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,428,8.64276060464946,7.36490415489426,3.04130400106158,2.42162708901297,0.00772559859579464,0.0309023943831786,0.165146252138822,0.0515400757490087,FALSE
"chr8",143923723,143923773,50,"-","ENSG00000178209.16:CDS0043W00429","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,429,3.89885008569777,6.21366703143138,3.8175025549816,1.62767855212643,0.0517965316043767,0.15538959481313,0.25647191969884,1,FALSE
"chr8",143923803,143923853,50,"-","ENSG00000178209.16:CDS0043W00433","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,433,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.201573375582866,0.297112881409427,1,FALSE
"chr8",143923823,143923873,50,"-","ENSG00000178209.16:CDS0043W00434","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,434,13.0560861527687,7.95233360217865,2.69219664115883,2.95384574833867,0.00156920415619754,0.00627681662479015,0.110167838182528,0.0280269007965275,FALSE
"chr8",143923843,143923893,50,"-","ENSG00000178209.16:CDS0043W00435","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,435,14.8381522650711,8.13548224630867,2.61990153762741,3.10526259459208,0.000950550822870955,0.00380220329148382,0.0857384252152477,0.0214745187946621,FALSE
"chr8",143923863,143923913,50,"-","ENSG00000178209.16:CDS0043W00436","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,436,12.8887272222222,7.93151777998589,2.69977937501664,2.93783923730323,0.00165254179482971,0.00495762538448912,0.0977348737277597,0.0248873443658394,FALSE
"chr8",143923963,143924013,50,"-","ENSG00000178209.16:CDS0043W00441","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,441,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.266606664092868,0.356837928945053,1,FALSE
"chr8",143923983,143924033,50,"-","ENSG00000178209.16:CDS0043W00442","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,442,6.43816427572014,6.9416438799867,3.64585660727962,1.90398159547099,0.0284562905877492,0.113825162350997,0.221747388610529,1,FALSE
"chr8",143924003,143924053,50,"-","ENSG00000178209.16:CDS0043W00443","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,443,7.45471652978122,7.15263855815966,3.50469970394436,2.04087059159726,0.0206318458106993,0.082527383242797,0.193415508945609,1,FALSE
"chr8",143924023,143924073,50,"-","ENSG00000178209.16:CDS0043W00444","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,444,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.308391962569152,0.396329357444031,1,FALSE
"chr8",143924063,143924113,50,"-","ENSG00000178209.16:CDS0043W00446","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,446,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.308391962569152,0.396329357444031,1,FALSE
"chr8",143924083,143924133,50,"-","ENSG00000178209.16:CDS0043W00447","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,447,5.08276127030538,6.60137326205654,3.90695608499108,1.68964613843916,0.0455478367074272,0.182191346829709,0.278876842416345,1,FALSE
"chr8",143924103,143924153,50,"-","ENSG00000178209.16:CDS0043W00448","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,448,4.40505976759799,6.39535635952239,4.08647268552585,1.56500651091454,0.058790691333755,0.293953456668775,0.382904177489357,1,FALSE
"chr8",143924123,143924173,50,"-","ENSG00000178209.16:CDS0043W00449","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,449,4.0662090162443,6.28010575370427,4.19500887196122,1.49704230560262,0.0671911251942886,0.335955625971443,0.424542180899152,1,FALSE
"chr8",143924143,143924193,50,"-","ENSG00000178209.16:CDS0043W00450","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,450,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.38548995321144,0.470126536778278,1,FALSE
"chr8",143924163,143924213,50,"-","ENSG00000178209.16:CDS0043W00451","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,451,5.42161202165907,6.69428227339042,3.83129982401013,1.74726139453729,0.0402960032015157,0.201480016007579,0.297112881409427,1,FALSE
"chr8",143924183,143924233,50,"-","ENSG00000178209.16:CDS0043W00452","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,452,8.98161135600315,7.420378498984,3.01437604270956,2.46166317468273,0.00691472370139339,0.0276588948055736,0.165146252138822,0.0514902239084805,FALSE
"chr8",143924203,143924253,50,"-","ENSG00000178209.16:CDS0043W00453","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,453,7.96505910194207,7.24707929647019,3.10133657893311,2.33676001040921,0.00972583311892442,0.0389033324756977,0.166202615419645,1,FALSE
"chr8",143924243,143924293,50,"-","ENSG00000178209.16:CDS0043W00455","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,455,4.66436394393905,6.46220764498981,3.58293148967852,1.80360904572296,0.0356463085046869,0.0712926170093738,0.185377137011774,1,FALSE
"chr8",143924303,143924353,50,"-","ENSG00000178209.16:CDS0043W00458","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,458,5.76046277301276,6.78154940266512,3.76337924614263,1.80198405717841,0.0357739569617831,0.107321870885349,0.21295511093509,1,FALSE
"chr8",143924323,143924373,50,"-","ENSG00000178209.16:CDS0043W00459","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,459,6.77701502707384,7.01546659639104,3.59473747349665,1.95159358593355,0.0254932376818834,0.101972950727534,0.209089733388148,1,FALSE
"chr8",143924343,143924393,50,"-","ENSG00000178209.16:CDS0043W00460","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,460,5.42161202165907,6.69428227339042,3.83129982401013,1.74726139453729,0.0402960032015157,0.201480016007579,0.297112881409427,1,FALSE
"chr8",143924363,143924413,50,"-","ENSG00000178209.16:CDS0043W00461","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,461,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.308391962569152,0.396329357444031,1,FALSE
"chr8",143924383,143924433,50,"-","ENSG00000178209.16:CDS0043W00462","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,462,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.308391962569152,0.396329357444031,1,FALSE
"chr8",143924423,143924473,50,"-","ENSG00000178209.16:CDS0043W00464","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,464,6.35861770070751,6.91428991877129,3.24443533676199,2.1311227381933,0.0165395159605526,0.0496185478816577,0.171271988922055,1,FALSE
"chr8",143924443,143924493,50,"-","ENSG00000178209.16:CDS0043W00465","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,465,6.35861770070751,6.91428991877129,3.24443533676199,2.1311227381933,0.0165395159605526,0.0496185478816577,0.171271988922055,0.657654903394152,FALSE
"chr8",143924483,143924533,50,"-","ENSG00000178209.16:CDS0043W00467","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,467,6.19125877016098,6.87005246316628,3.27941948071659,2.09489896110061,0.0180899876219025,0.07235995048761,0.186249588821531,1,FALSE
"chr8",143924503,143924553,50,"-","ENSG00000178209.16:CDS0043W00468","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,468,6.19125877016098,6.87005246316628,3.27941948071659,2.09489896110061,0.0180899876219025,0.0542699628657075,0.173053100097683,1,FALSE
"chr8",143924523,143924573,50,"-","ENSG00000178209.16:CDS0043W00469","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,469,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.355475552123824,0.440704261781037,1,FALSE
"chr8",143924563,143924613,50,"-","ENSG00000178209.16:CDS0043W00471","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,471,3.38850751353692,6.01755118018142,4.46487620756421,1.34775319637905,0.0888688880309559,0.355475552123824,0.440704261781037,1,FALSE
"chr8",143924583,143924633,50,"-","ENSG00000178209.16:CDS0043W00472","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,472,9.91861703505159,7.55679484490524,2.8727228006589,2.63053394611272,0.00426254276078414,0.0170501710431366,0.157022477169529,0.0413305017543921,FALSE
"chr8",143924603,143924653,50,"-","ENSG00000178209.16:CDS0043W00473","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,473,12.895894315011,5.53758411940794,2.42143680488166,2.28690011989744,0.0111008268150152,0.0444033072600609,0.16832477931059,0.0689288421458056,FALSE
"chr8",143924623,143924673,50,"-","ENSG00000178209.16:CDS0043W00474","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,474,12.0467009914965,5.44035670287918,2.47645109607447,2.19683591228711,0.0140160836239963,0.0420482508719889,0.166202615419645,0.0610234782018527,FALSE
"chr8",143924723,143924773,50,"-","ENSG00000178209.16:CDS0043W00479","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,479,7.96505910194207,7.24707929647019,3.10133657893311,2.33676001040921,0.00972583311892442,0.0291774993567733,0.165146252138822,1,FALSE
"chr8",143924743,143924793,50,"-","ENSG00000178209.16:CDS0043W00480","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,480,13.2193121930546,7.97598553772929,2.73502382442794,2.91623987567917,0.00177139002704981,0.00531417008114942,0.10228246242082,0.0250802166559042,FALSE
"chr8",143924763,143924813,50,"-","ENSG00000178209.16:CDS0043W00481","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,481,8.55908113937619,7.34937035473797,3.01958549428538,2.43390040409413,0.0074685522357625,0.02987420894305,0.165146252138822,0.0517368611920506,FALSE
"chr8",143924803,143924853,50,"-","ENSG00000178209.16:CDS0043W00483","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,483,5.08276127030538,6.60137326205654,3.90695608499108,1.68964613843916,0.0455478367074272,0.136643510122282,0.24151110924805,1,FALSE
"chr8",143924823,143924873,50,"-","ENSG00000178209.16:CDS0043W00484","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,484,4.74391051895169,6.5020537138278,3.99096525854071,1.62919326343755,0.0516360563073853,0.103272112614771,0.209089733388148,1,FALSE
"chr8",143924883,143924933,50,"-","ENSG00000178209.16:CDS0043W00487","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,487,5.76046277301276,6.78154940266512,3.76337924614263,1.80198405717841,0.0357739569617831,0.107321870885349,0.21295511093509,1,FALSE
"chr8",143924903,143924953,50,"-","ENSG00000178209.16:CDS0043W00488","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,488,7.79356728113491,7.21660979407818,3.46483933314867,2.08281224616557,0.0186341704447953,0.0745366817791812,0.187714449865563,0.945585556578943,FALSE
"chr8",143924923,143924973,50,"-","ENSG00000178209.16:CDS0043W00489","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,489,9.40414157263011,7.48767812901291,3.03773452615154,2.46488890472564,0.00685278694454858,0.0342639347227429,0.165146252138822,0.0571235913657182,FALSE
"chr8",143924943,143924993,50,"-","ENSG00000178209.16:CDS0043W00490","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,490,4.66023105367842,6.4756327676231,3.6484311044866,1.77490888060344,0.0379564668610386,0.189782334305193,0.287203932581859,1,FALSE
"chr8",143924963,143925013,50,"-","ENSG00000178209.16:CDS0043W00491","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,491,8.2202303880225,7.29098469202771,3.04941267555596,2.39094719795458,0.00840248476150953,0.0420124238075477,0.166202615419645,0.06568033827799,FALSE
"chr8",143924983,143925033,50,"-","ENSG00000178209.16:CDS0043W00492","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,492,7.62620835058838,7.1843342066577,3.13441767728097,2.29207940560427,0.0109505307745384,0.0547526538726918,0.173053100097683,1,FALSE
"chr8",143925003,143925053,50,"-","ENSG00000178209.16:CDS0043W00493","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,493,6.60965609652731,6.97773515996267,3.25322428744943,2.14486753553451,0.0159817197788783,0.0799085988943914,0.191059307826549,1,FALSE
"chr8",143925023,143925073,50,"-","ENSG00000178209.16:CDS0043W00494","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,494,5.42161202165907,6.69428227339042,3.83129982401013,1.74726139453729,0.0402960032015157,0.201480016007579,0.297112881409427,1,FALSE
"chr8",143925043,143925093,50,"-","ENSG00000178209.16:CDS0043W00495","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,495,8.64276060464946,7.36490415489426,3.04130400106158,2.42162708901297,0.00772559859579464,0.0386279929789732,0.166202615419645,0.0593867309496746,FALSE
"chr8",143925063,143925113,50,"-","ENSG00000178209.16:CDS0043W00496","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,496,8.98161135600315,7.420378498984,3.01437604270956,2.46166317468273,0.00691472370139339,0.0345736185069669,0.16541208555122,0.0573206689839794,FALSE
"chr8",143925083,143925133,50,"-","ENSG00000178209.16:CDS0043W00497","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,497,7.45471652978122,7.15263855815966,3.50469970394436,2.04087059159726,0.0206318458106993,0.103159229053496,0.209089733388148,1,FALSE
"chr8",143925103,143925153,50,"-","ENSG00000178209.16:CDS0043W00498","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,498,5.08276127030538,6.60137326205654,3.90695608499108,1.68964613843916,0.0455478367074272,0.227739183537136,0.324030435881905,1,FALSE
"chr8",143925123,143925173,50,"-","ENSG00000178209.16:CDS0043W00499","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,499,5.93195459381992,6.82139484606788,3.35207606701239,2.03497614901908,0.0209266364626442,0.104633182313221,0.210466601502612,1,FALSE
"chr8",143925143,143925193,50,"-","ENSG00000178209.16:CDS0043W00500","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,500,5.04863797432379,5.13438263041403,3.28731031524645,1.56187951183097,0.059158187943983,0.236632751775932,0.328737054180762,1,FALSE
"chr8",143925163,143925213,50,"-","ENSG00000178209.16:CDS0043W00501","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,501,3.4380636828286,4.5664333572131,3.73445664042032,1.22278387377371,0.110705668947157,0.442822675788626,0.524729845505576,1,FALSE
"chr8",143925203,143925253,50,"-","ENSG00000178209.16:CDS0043W00503","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,503,6.44229716598078,6.93586340192563,3.23787758079648,2.14210180244661,0.016092645451323,0.0643705818052921,0.179529730711453,1,FALSE
"chr8",143925223,143925273,50,"-","ENSG00000178209.16:CDS0043W00504","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,504,7.79770017139554,7.21280809686474,3.0734042585661,2.34684652263412,0.00946652588440917,0.0378661035376367,0.166202615419645,1,FALSE
"chr8",143925243,143925293,50,"-","ENSG00000178209.16:CDS0043W00505","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,505,6.09931352436645,6.86382348811432,3.70182442469462,1.85417315913911,0.0318571953939693,0.159285976969847,0.261842595694626,1,FALSE
"chr8",143925263,143925313,50,"-","ENSG00000178209.16:CDS0043W00506","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,506,5.42161202165907,6.69428227339042,3.83129982401013,1.74726139453729,0.0402960032015157,0.201480016007579,0.297112881409427,1,FALSE
"chr8",143925283,143925333,50,"-","ENSG00000178209.16:CDS0043W00507","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,507,6.69333556180057,6.99783176962575,3.29326060846055,2.12489462620965,0.0167977032390389,0.0839885161951945,0.193415508945609,1,FALSE
"chr8",143925303,143925353,50,"-","ENSG00000178209.16:CDS0043W00508","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,508,7.37103706450795,7.13681690350791,3.21392610001854,2.22059147640848,0.0131893218220728,0.0659466091103642,0.181526438173638,1,FALSE
"chr8",143925323,143925373,50,"-","ENSG00000178209.16:CDS0043W00509","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,509,8.72644006992272,7.37996972769279,3.08820503577985,2.38972789765857,0.00843042973678324,0.0421521486839162,0.166202615419645,0.0595791295916527,FALSE
"chr8",143925343,143925393,50,"-","ENSG00000178209.16:CDS0043W00510","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,510,6.57139991028509,5.52753296155873,3.38850893391323,1.63125819331255,0.0514179254066761,0.25708962703338,0.351562321304683,1,FALSE
"chr8",143925363,143925413,50,"-","ENSG00000178209.16:CDS0043W00511","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,511,9.79254849327548,6.10744422124747,2.80386929312747,2.17822001767962,0.0146948302280456,0.0734741511402279,0.187400363020581,0.0904471295449549,FALSE
"chr8",143925383,143925433,50,"-","ENSG00000178209.16:CDS0043W00512","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,512,7.62620835058838,7.1843342066577,3.13441767728097,2.29207940560427,0.0109505307745384,0.0547526538726918,0.173053100097683,1,FALSE
"chr8",143925403,143925453,50,"-","ENSG00000178209.16:CDS0043W00513","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,513,7.20367813396143,7.10006254455038,3.15396682703852,2.25115320924828,0.0121879176486452,0.0609395882432261,0.17506216006435,1,FALSE
"chr8",143925423,143925473,50,"-","ENSG00000178209.16:CDS0043W00514","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,514,5.6767833077395,6.76032570502158,3.44436513145256,1.96272039897541,0.0248393357525407,0.124196678762704,0.231650080923827,1,FALSE
"chr8",143925443,143925493,50,"-","ENSG00000178209.16:CDS0043W00515","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,515,5.08276127030538,6.60137326205654,3.90695608499108,1.68964613843916,0.0455478367074272,0.227739183537136,0.324030435881905,1,FALSE
"chr8",143925463,143925513,50,"-","ENSG00000178209.16:CDS0043W00516","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,516,4.40505976759799,6.39535635952239,4.08647268552585,1.56500651091454,0.058790691333755,0.293953456668775,0.382904177489357,1,FALSE
"chr8",143925483,143925533,50,"-","ENSG00000178209.16:CDS0043W00517","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,517,13.2730012526069,6.54191356032437,2.55880192753672,2.55663148050778,0.00528455603502699,0.026422780175135,0.165146252138822,0.0486321981061268,FALSE
"chr8",143925503,143925553,50,"-","ENSG00000178209.16:CDS0043W00518","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,518,26.1617284748291,7.52343121249724,2.28682327278861,3.28990495331237,0.000501106149299896,0.00250553074649948,0.0688010660631511,0.0172002665157878,FALSE
"chr8",143925523,143925573,50,"-","ENSG00000178209.16:CDS0043W00519","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,519,26.7557505122632,7.55569723567051,2.28002160398581,3.31387089598714,0.000460069910628707,0.00230034955314353,0.0650015786593671,0.0160498885224295,FALSE
"chr8",143925543,143925593,50,"-","ENSG00000178209.16:CDS0043W00520","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,520,19.9704697046681,7.1338523750693,2.37964089620988,2.99786929466189,0.00135937123218559,0.00679685616092794,0.112944100253007,0.0292086872389706,FALSE
"chr8",143925563,143925613,50,"-","ENSG00000178209.16:CDS0043W00521","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,521,6.40404097973856,5.48569138072468,3.08474667346831,1.7783279994778,0.0376750001642851,0.188375000821426,0.285645458827412,1,FALSE
"chr8",143925583,143925633,50,"-","ENSG00000178209.16:CDS0043W00522","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,522,6.61378898678794,6.96905312704285,3.20638226791774,2.17349415781563,0.0148715725235249,0.0743578626176247,0.187714449865563,1,FALSE
"chr8",143925603,143925653,50,"-","ENSG00000178209.16:CDS0043W00523","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,523,7.20781102422206,7.0921316372764,3.12842888567353,2.26699467894394,0.0116952753870359,0.0584763769351797,0.173532267214171,1,FALSE
"chr8",143925623,143925673,50,"-","ENSG00000178209.16:CDS0043W00524","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,524,9.49608681842464,7.49199071406515,2.90172633917201,2.58190809137534,0.00491278739513046,0.0245639369756523,0.165146252138822,0.0453762331354968,FALSE
"chr8",143925643,143925693,50,"-","ENSG00000178209.16:CDS0043W00525","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,525,7.79770017139554,7.21280809686474,3.0734042585661,2.34684652263412,0.00946652588440917,0.0473326294220458,0.171271988922055,0.629706499694112,FALSE
"chr8",143925663,143925713,50,"-","ENSG00000178209.16:CDS0043W00526","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,526,7.45884942004185,7.14841974387578,3.10946600925298,2.29892197650783,0.0107546851170142,0.0537734255850709,0.173053100097683,1,FALSE
"chr8",143925683,143925733,50,"-","ENSG00000178209.16:CDS0043W00527","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,527,7.45471652978122,7.15263855815966,3.50469970394436,2.04087059159726,0.0206318458106993,0.103159229053496,0.209089733388148,1,FALSE
"chr8",143925703,143925753,50,"-","ENSG00000178209.16:CDS0043W00528","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,528,8.26565366705355,5.86266401804095,3.20620586903811,1.82853636276319,0.0337345467497608,0.168672733748804,0.274078099935422,0.218625145009728,FALSE
"chr8",143925723,143925773,50,"-","ENSG00000178209.16:CDS0043W00529","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,529,9.75429230703326,5.14059382531198,2.96603930747979,1.73315094386928,0.0415344218011525,0.207672109005763,0.302990263907973,0.241151253823177,FALSE
"chr8",143925743,143925793,50,"-","ENSG00000178209.16:CDS0043W00530","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,530,9.88752794159821,4.56218067798606,2.91819926190541,1.56335475015069,0.0589845885559752,0.294922942779876,0.383580068817982,0.340642001412984,FALSE
"chr8",143925763,143925813,50,"-","ENSG00000178209.16:CDS0043W00531","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,531,7.04348629620373,4.65989781815047,3.21550021233535,1.44919841717755,0.073641089721869,0.294564358887476,0.383260084834488,1,FALSE
"chr8",143925783,143925833,50,"-","ENSG00000178209.16:CDS0043W00532","ENSG00000178209.16","PLEC","protein_coding","CDS",43,44,532,4.66023105367842,6.4756327676231,3.6484311044866,1.77490888060344,0.0379564668610386,0.113869400583116,0.221747388610529,1,FALSE
"chr8",143926084,143926134,50,"-","ENSG00000178209.16:intron0042W00547","ENSG00000178209.16","PLEC","protein_coding","intron",42,43,547,4.49287212313189,6.41538993305781,3.62692237905494,1.76882471213223,0.0384615657038934,0.0384615657038934,0.166202615419645,1,FALSE
"chr8",143927429,143927479,50,"-","ENSG00000178209.16:CDS0039W00614","ENSG00000178209.16","PLEC","protein_coding","CDS",39,44,614,3.72735826489061,6.15480849935471,4.3195704884063,1.42486585549979,0.0770979906422879,0.0770979906422879,0.187714449865563,1,FALSE
"chr8",143927629,143927679,50,"-","ENSG00000178209.16:CDS0039W00624","ENSG00000178209.16","PLEC","protein_coding","CDS",39,44,624,17.9414980868066,6.97470390430206,2.42221205069001,2.87947700628241,0.00199167671832003,0.00597503015496009,0.10736135977646,0.0268403399441149,FALSE
"chr8",143927649,143927699,50,"-","ENSG00000178209.16:CDS0039W00625","ENSG00000178209.16","PLEC","protein_coding","CDS",39,44,625,23.7019608598194,7.38107003960275,2.31827803876855,3.18385884530206,0.000726629300230665,0.00290651720092266,0.0718662812228172,0.0177371544285107,FALSE
"chr8",143927669,143927719,50,"-","ENSG00000178209.16:CDS0039W00626","ENSG00000178209.16","PLEC","protein_coding","CDS",39,44,626,26.1575955845685,7.52489979680027,2.29232654581234,3.28264740926499,0.000514186016181762,0.00257093008090881,0.0703133889597951,0.0177657930563224,FALSE
"chr8",143927689,143927739,50,"-","ENSG00000178209.16:CDS0039W00627","ENSG00000178209.16","PLEC","protein_coding","CDS",39,44,627,14.9094330595624,8.15000097869054,3.01813245638965,2.70034569272674,0.0034633730424243,0.0138534921696972,0.150026747739223,0.0399109921998709,FALSE
"chr8",143927709,143927759,50,"-","ENSG00000178209.16:CDS0039W00628","ENSG00000178209.16","PLEC","protein_coding","CDS",39,44,628,6.43816427572014,6.9416438799867,3.64585660727962,1.90398159547099,0.0284562905877492,0.0853688717632477,0.193415508945609,1,FALSE
"chr8",143929142,143929192,50,"-","ENSG00000178209.16:CDS0037W00699","ENSG00000178209.16","PLEC","protein_coding","CDS",37,44,699,2.61560321567362,1.55264476859991,3.97614209272736,0.390490262266985,0.348087027266595,1,1,1,FALSE
"chr8",143929162,143929212,50,"-","ENSG00000178209.16:CDS0037W00700","ENSG00000178209.16","PLEC","protein_coding","CDS",37,44,700,3.83777058652344,2.63539528307398,3.46853793362949,0.759800046446745,0.223687057577687,0.67106117273306,0.748309576930103,1,FALSE
